Customer_ID,Actual,Predicted
11734,0,0
3767,0,0
1078,0,0
1885,0,0
7929,0,0
10186,0,0
150,0,0
11369,0,0
2767,0,0
5544,0,0
4516,0,0
1554,0,0
1328,1,0
7339,0,0
4217,0,0
10767,0,0
1837,0,0
4323,0,0
11617,0,0
8172,0,0
5395,1,0
5812,0,0
6701,0,0
7354,0,0
10481,1,0
2847,0,0
560,0,0
8206,0,0
10384,0,0
10580,1,0
8943,0,0
11004,0,0
11512,0,0
682,0,0
9167,0,0
2445,0,0
4040,0,0
4109,0,0
697,0,0
4491,0,0
4247,0,0
1816,0,0
1734,0,0
9675,0,0
8792,0,0
1023,0,0
5860,0,0
11467,0,0
283,0,0
8797,0,0
7505,0,0
10867,0,0
5663,1,0
10112,0,0
10046,1,0
4165,0,0
640,0,0
4075,1,0
11385,0,0
10145,0,0
10616,0,0
2000,0,0
9950,0,0
5740,0,0
880,0,0
5615,0,0
4073,0,0
6081,0,0
9199,0,0
5866,0,0
11268,0,0
3306,0,0
8231,0,0
6601,0,0
734,0,0
8749,0,0
3611,0,0
7284,1,0
6082,0,0
3990,0,0
8111,0,0
6822,0,0
5909,0,0
2644,0,0
8637,0,0
11609,0,0
8897,0,0
8729,0,0
3274,0,0
4196,0,0
2680,0,0
3514,0,0
6728,0,0
6040,1,0
9096,0,0
2392,0,0
1964,0,0
10534,0,0
2795,0,0
8600,0,0
4809,0,0
1251,0,0
4025,0,0
1131,0,0
4133,0,0
6278,0,0
11566,0,0
9484,1,0
6466,0,0
3718,0,0
3565,0,0
5202,0,0
1464,0,0
2459,0,0
2477,0,0
6533,0,0
1901,0,0
10884,0,0
5513,0,0
3793,0,0
2994,0,0
10981,0,0
7781,0,0
10637,1,0
918,0,0
7783,0,0
2188,0,0
2667,1,0
2634,0,0
6227,0,0
6180,0,0
6988,0,0
1889,0,0
5846,0,0
11637,0,0
4965,0,0
9669,1,0
5,0,0
10387,0,0
427,1,0
5791,0,0
9039,0,0
9708,0,0
178,0,0
7921,0,0
8799,0,0
7855,0,0
6009,0,0
8858,0,0
10103,0,0
3650,0,0
1501,1,0
6953,0,0
3104,0,0
7556,0,0
5131,1,0
4824,1,0
4472,0,0
8982,0,0
198,1,0
10708,0,0
8064,0,0
365,0,0
545,0,0
309,0,0
4600,0,0
5364,0,0
8063,0,0
3380,0,0
6447,0,0
4078,0,0
4608,0,0
17,0,0
6952,0,0
1136,0,0
976,0,0
1547,0,0
8654,0,0
4059,0,0
8894,0,0
2003,1,0
5076,0,0
7964,0,0
5270,1,0
9222,1,0
11621,0,0
4359,0,0
6884,0,0
7159,0,0
6828,0,0
7367,0,0
4001,1,0
10700,0,0
6352,0,0
7409,0,0
10242,0,0
8932,1,0
3922,0,0
9115,0,0
1786,0,0
3260,0,0
9703,0,0
3715,0,0
9658,0,0
9697,0,0
6458,0,0
4872,0,0
1484,1,0
7470,1,0
8839,0,0
9938,0,0
9841,0,0
4922,0,0
7802,0,0
10064,0,0
6397,0,0
7227,0,0
1332,0,0
5014,0,0
4033,1,0
6467,0,0
3184,0,0
5375,0,0
2346,1,0
299,0,0
8038,0,0
7209,0,0
1410,0,0
6422,0,0
3011,0,0
5369,0,0
11275,0,0
5838,0,0
3245,0,0
6069,0,0
6178,0,0
9531,0,0
6052,0,0
8277,0,0
5773,0,0
11100,1,0
7219,0,0
861,0,0
381,0,0
10597,0,0
6389,0,0
2038,0,0
2797,0,0
2846,0,0
11475,0,0
575,0,0
10116,0,0
6171,1,0
3079,0,0
5478,0,0
6461,0,0
9395,0,0
8186,0,0
1068,0,0
7435,0,0
1577,0,0
4985,0,0
639,0,0
2807,0,0
619,0,0
3412,0,0
2869,0,0
1821,0,0
6187,0,0
9794,0,0
4953,0,0
3744,1,0
1431,0,0
2083,0,0
3606,0,0
8594,0,0
7289,0,0
5931,0,0
5783,0,0
3460,1,0
3080,0,0
6031,0,0
2146,0,0
9409,0,0
11349,0,0
6042,0,0
1709,0,0
7273,0,0
1340,0,0
9793,0,0
508,0,0
1449,0,0
8477,0,0
66,0,0
2609,0,0
7931,0,0
3042,0,0
10903,0,0
7498,0,0
6955,0,0
3655,0,0
9482,0,0
8162,0,0
4499,0,0
10000,0,0
6839,0,0
10692,0,0
2311,1,0
4268,0,0
6866,1,0
11154,0,0
2781,0,0
3363,0,0
7758,0,0
8790,1,0
1165,1,0
785,0,0
7009,0,0
462,0,0
9939,0,0
10553,0,0
7234,0,0
1197,0,0
1031,0,0
9648,0,0
2136,0,0
3419,1,0
5684,0,0
1112,0,0
3511,0,0
2099,0,0
3935,0,0
7577,0,0
9530,0,0
3777,0,0
4183,0,0
1103,0,0
10168,0,0
10425,0,0
9524,0,0
8092,0,0
732,0,0
7764,0,0
8960,0,0
11328,1,0
5072,0,0
9171,0,0
853,0,0
9711,1,0
7999,0,0
10848,1,0
5748,0,0
8192,0,0
8882,0,0
7192,1,0
10974,0,0
7960,0,0
6679,0,0
7250,0,0
6741,0,0
9448,1,0
9491,0,0
8864,0,0
1100,0,0
11282,0,0
2123,0,0
8029,0,0
8937,0,0
5518,0,0
6251,0,0
1870,0,0
5455,0,0
2271,0,0
7586,0,0
4380,1,0
5416,0,0
1962,0,0
8893,0,0
927,0,0
11299,0,0
774,1,0
6504,0,0
1506,0,0
1042,0,0
10804,0,0
5828,0,0
10132,0,0
3783,0,0
4067,0,0
3910,1,0
3449,0,0
5216,0,0
11039,0,0
6452,0,0
11138,0,0
649,0,0
8554,0,0
7859,0,0
3148,0,0
636,0,0
806,0,0
1184,0,0
4352,0,0
2849,0,0
5042,0,0
11771,0,0
1906,0,0
437,0,0
623,0,0
6865,0,0
10765,0,0
9796,0,0
10,0,0
7113,1,0
8224,0,0
1187,0,0
9389,0,0
4460,0,0
11584,0,0
7867,0,0
5813,0,0
5947,0,0
2650,0,0
2747,0,0
3324,1,0
5071,0,0
4606,0,0
6734,0,0
9397,0,0
5586,0,0
7874,0,0
6012,0,0
11733,0,0
10024,0,0
8096,0,0
7038,0,0
7923,0,0
1966,0,0
8333,0,0
4628,0,0
4915,0,0
10135,0,0
3219,0,0
5219,0,0
1191,0,0
10389,0,0
6449,1,0
7272,0,0
5435,0,0
3843,0,0
1654,0,0
7375,0,0
7774,0,0
3336,0,0
9405,1,0
5497,0,0
5075,0,0
950,0,0
8236,0,0
2411,0,0
3348,0,0
7714,0,0
2508,0,0
8329,0,0
6603,0,0
6270,0,0
8686,0,0
1071,0,0
7953,0,0
3689,0,0
10646,0,0
6567,0,0
6972,0,0
2981,1,0
9874,0,0
7950,1,0
10213,0,0
2131,0,0
8880,0,0
8247,0,0
5779,0,0
7894,0,0
10243,0,0
5680,0,0
1613,0,0
9116,0,0
10124,0,0
7288,0,0
2460,1,0
7827,0,0
6963,1,0
1904,0,0
5612,0,0
9331,0,0
1853,0,0
1521,1,0
1787,0,0
5778,0,0
3736,0,0
6314,0,0
4690,0,0
2282,0,0
6427,0,0
11696,0,0
6179,0,0
5411,0,0
2647,0,0
9651,0,0
591,0,0
6805,0,0
11595,0,0
9569,0,0
6695,0,0
10058,0,0
2040,0,0
6425,1,0
5844,0,0
105,0,0
10844,0,0
9801,0,0
1767,0,0
3865,0,0
6376,0,0
9548,0,0
5269,0,0
9193,0,0
2687,0,0
4680,0,0
6024,0,0
6387,0,0
11737,0,0
6302,0,0
2,0,0
3402,0,0
6072,0,0
7056,0,0
3327,0,0
7473,0,0
4298,0,0
10916,0,0
11448,1,0
11628,0,0
9538,0,0
9783,0,0
6256,0,0
10249,0,0
9782,0,0
2600,0,0
3790,0,0
7864,0,0
9035,0,0
9699,0,0
1438,1,0
11149,0,0
896,0,0
8141,0,0
8966,0,0
11578,0,0
6367,0,0
7614,0,0
9136,0,0
8756,0,0
4993,0,0
10160,0,0
1336,0,0
8106,0,0
1190,0,0
11062,0,0
10686,0,0
10802,0,0
6706,0,0
6660,0,0
2323,0,0
3314,0,0
599,0,0
7016,0,0
1024,0,0
10117,0,0
11658,0,0
10414,0,0
10398,0,0
7211,0,0
1884,1,0
5178,0,0
11558,0,0
10159,0,0
9923,0,0
7287,0,0
7773,0,0
9955,0,0
307,1,0
2112,0,0
893,0,0
11384,0,0
1276,0,0
2805,0,0
3118,0,0
5401,0,0
6832,1,0
8258,0,0
7336,0,0
2773,1,0
4027,0,0
6710,0,0
10758,0,0
5520,0,0
6793,0,0
3189,0,0
5149,0,0
9224,0,0
2502,1,0
8449,0,0
9971,0,0
10347,1,0
6111,0,0
7809,0,0
10199,0,0
1719,0,0
9574,0,0
7967,0,0
5679,0,0
7949,0,0
3861,0,0
6983,0,0
70,0,0
6575,0,0
6445,0,0
9049,1,0
6212,0,0
1804,0,0
7680,0,0
4647,0,0
8874,1,0
3082,0,0
10104,0,0
8867,0,0
9870,0,0
6912,0,0
11195,0,0
2920,0,0
6599,0,0
5057,0,0
2015,0,0
3530,0,0
3860,0,0
1048,0,0
2305,0,0
9122,0,0
10088,0,0
919,0,0
11265,0,0
3466,0,0
7990,0,0
7800,0,0
5850,0,0
10977,0,0
7487,0,0
6737,0,0
161,0,0
7845,0,0
3046,0,0
11255,0,0
3859,0,0
3871,0,0
10452,0,0
5641,0,0
130,0,0
4667,0,0
11008,0,0
6433,0,0
8501,0,0
9766,0,0
4102,0,0
8687,0,0
9914,0,0
2562,0,0
5717,1,0
7808,1,0
1408,0,0
10405,0,0
11302,0,0
10656,0,0
5303,0,0
11025,0,0
8946,1,0
10659,0,0
1357,0,0
3550,0,0
9261,0,0
4988,0,0
9563,0,0
225,0,0
2558,0,0
3921,0,0
4227,0,0
8508,0,0
4132,0,0
7934,0,0
5502,0,0
2028,0,0
7237,0,0
1857,0,0
3676,0,0
3452,0,0
2817,0,0
851,0,0
3556,0,0
9298,0,0
7459,1,0
5155,0,0
3070,0,0
2224,0,0
10799,0,0
1462,1,0
3820,0,0
8113,0,0
6725,0,0
10587,0,0
8548,1,0
438,0,0
11188,0,0
3950,0,0
7681,0,0
10102,0,0
9889,0,0
10746,0,0
11099,0,0
1096,0,0
11515,0,0
10920,0,0
2952,1,0
4768,0,0
3906,0,0
4314,0,0
11594,1,0
10603,0,0
2287,0,0
6049,0,0
5251,0,0
9043,1,0
4859,0,0
5056,0,0
2594,0,0
3047,0,0
7008,0,0
5020,0,0
4862,0,0
10004,0,0
405,0,0
5403,0,0
8746,0,0
7936,0,0
8546,0,0
2518,0,0
8584,0,0
9754,0,0
9398,0,0
7667,0,0
4166,0,0
10357,0,0
2159,0,0
8066,0,0
6059,0,0
2387,0,0
3886,1,0
8395,0,0
9954,0,0
4542,0,0
6193,0,0
7017,0,0
5221,0,0
9286,0,0
5712,0,0
6332,0,0
10877,0,0
4063,0,0
10923,0,0
8989,0,0
3687,0,0
1505,0,0
10239,0,0
2127,1,0
5288,0,0
1498,1,0
4699,0,0
3432,0,0
171,0,0
6975,0,0
261,1,0
8144,0,0
2749,1,0
2871,0,0
5098,0,0
8357,0,0
6991,0,0
6484,1,0
6588,0,0
961,0,0
6246,0,0
4262,0,0
260,0,0
11144,0,0
8529,0,0
5195,1,0
11575,0,0
1283,0,0
1763,0,0
3835,0,0
7539,0,0
10002,0,0
2177,0,0
11586,0,0
10823,0,0
3369,0,0
10312,0,0
10640,0,0
2706,0,0
5011,0,0
1458,0,0
11598,0,0
7731,0,0
996,0,0
4714,0,0
8738,0,0
925,0,0
7169,0,0
6215,1,0
6555,0,0
10927,0,0
6003,0,0
2198,0,0
3851,0,0
2283,0,0
1832,0,0
6581,0,0
9263,0,0
698,0,0
3975,0,0
3604,0,0
9281,0,0
4176,0,0
1272,1,0
5477,0,0
3605,0,0
10430,0,0
11331,0,0
9018,0,0
2676,0,0
10118,0,0
11652,1,0
921,0,0
2550,1,0
4948,0,0
1194,0,0
3623,0,0
6172,0,0
11143,0,0
8835,0,0
8158,0,0
9967,0,0
5697,0,0
5420,0,0
4179,0,0
3390,0,0
7725,0,0
4204,0,0
659,0,0
10092,0,0
10575,0,0
10403,0,0
1478,0,0
11371,0,0
11093,0,0
3027,0,0
8837,0,0
3238,0,0
11234,0,0
9348,0,0
4023,0,0
864,0,0
7506,0,0
9312,1,0
8669,0,0
6729,1,0
5130,1,0
9180,0,0
9987,0,0
6155,1,0
318,0,0
1382,0,0
4392,0,0
3004,0,0
3547,0,0
10211,0,0
8719,0,0
8811,0,0
12,0,0
2784,1,0
3849,0,0
5421,0,0
6407,0,0
2286,0,0
4875,0,0
5443,0,0
467,0,0
3555,0,0
2288,0,0
11787,0,0
4775,0,0
3175,0,0
9554,0,0
6473,1,0
11182,0,0
4474,0,0
10511,0,0
5003,0,0
3212,0,0
11407,0,0
6444,0,0
3364,0,0
1417,0,0
1248,0,0
6677,0,0
9544,0,0
2886,0,0
2763,0,0
1553,0,0
4090,0,0
8416,0,0
2791,0,0
11257,0,0
10648,0,0
2264,0,0
2969,0,0
10504,0,0
6928,0,0
6944,0,0
3925,0,0
3488,0,0
6471,0,0
4376,0,0
2454,0,0
1721,0,0
9076,0,0
10579,0,0
2295,0,0
2363,0,0
8373,0,0
10155,0,0
2530,0,0
9826,1,0
10599,0,0
5363,0,0
9655,0,0
5187,0,0
1369,0,0
7905,0,0
9810,0,0
9803,0,0
11386,0,0
993,0,0
2155,0,0
4303,0,0
1436,0,0
4676,0,0
4553,0,0
1935,0,0
9251,0,0
180,0,0
154,0,0
6980,0,0
5174,0,0
1246,0,0
7843,0,0
7994,0,0
2589,1,0
4679,0,0
10914,0,0
4272,0,0
11777,0,0
4706,0,0
2793,0,0
7710,0,0
9577,0,0
8518,0,0
11672,1,0
11731,0,0
6519,1,0
9071,0,0
9264,0,0
11490,0,0
1611,0,0
6548,0,0
5943,0,0
5811,1,0
10411,1,0
6947,0,0
208,0,0
4153,0,0
8604,0,0
3875,0,0
5152,1,0
11470,0,0
2665,0,0
139,0,0
8296,0,0
11624,0,0
1422,0,0
6714,0,0
221,0,0
1953,0,0
6958,0,0
7018,0,0
2320,0,0
10113,0,0
7370,0,0
6857,1,0
4904,0,0
4705,1,0
9430,0,0
706,0,0
4188,1,0
3068,0,0
9999,0,0
10755,0,0
11348,0,0
10517,0,0
7400,0,0
10621,0,0
7751,0,0
8907,0,0
7971,0,0
233,0,0
6485,0,0
8667,0,0
760,0,0
4766,0,0
7258,0,0
5287,0,0
5415,0,0
9602,0,0
9248,0,0
2868,0,0
10738,0,0
6,0,0
573,0,0
9912,0,0
525,1,0
11249,0,0
4794,0,0
11454,1,0
9709,0,0
4941,0,0
3264,0,0
4946,0,0
4018,0,0
3949,0,0
2942,1,0
5461,0,0
8145,1,0
256,0,0
3770,0,0
11449,0,0
3438,0,0
9780,0,0
702,0,0
302,0,0
11153,0,0
9981,0,0
5700,0,0
6880,0,0
6399,0,0
7297,0,0
878,0,0
7421,1,0
7519,0,0
8895,1,0
4672,0,0
10506,0,0
9442,0,0
3040,1,0
9756,0,0
2777,0,0
1974,0,0
7826,0,0
7372,0,0
7693,0,0
2219,0,0
5807,0,0
5761,0,0
933,1,0
737,0,0
6655,0,0
10395,1,0
377,0,0
1468,0,0
10150,1,0
10942,0,0
1125,0,0
10846,0,0
3749,0,0
3612,1,0
170,0,0
4579,0,0
1632,0,0
4642,0,0
7364,0,0
5337,0,0
10907,1,0
10644,0,0
5017,0,0
5719,0,0
3115,0,0
10218,0,0
7927,0,0
1171,0,0
11656,0,0
10305,0,0
6876,0,0
3469,0,0
5207,0,0
4512,0,0
7004,0,0
941,0,0
5660,0,0
3518,0,0
7103,0,0
6945,0,0
5957,0,0
8592,0,0
11701,0,0
8908,0,0
2080,0,0
7553,0,0
5674,0,0
6789,1,0
4003,0,0
3073,0,0
5479,0,0
2544,0,0
5988,0,0
11774,0,0
3225,0,0
2154,0,0
1702,0,0
7396,0,0
6648,0,0
2350,0,0
4929,0,0
8655,0,0
117,0,0
5885,0,0
7306,1,0
1226,0,0
11303,0,0
6572,0,0
10987,0,0
5637,0,0
9557,0,0
4301,0,0
4730,0,0
9925,0,0
1359,1,0
410,1,0
8498,0,0
11005,0,0
6139,1,0
1807,0,0
4728,0,0
7083,0,0
8412,0,0
6336,0,0
2253,1,0
80,0,0
8574,0,0
9499,0,0
4802,0,0
11503,0,0
4870,0,0
9431,1,0
8503,0,0
4795,0,0
313,0,0
143,0,0
3036,0,0
9024,0,0
8365,0,0
8118,0,0
10855,0,0
4391,0,0
3462,0,0
4214,0,0
4719,1,0
6781,0,0
10879,0,0
1399,0,0
10037,0,0
844,0,0
7691,0,0
1933,0,0
6614,1,0
730,0,0
4545,1,0
3054,0,0
5839,0,0
6802,1,0
8265,0,0
1437,0,0
1558,0,0
469,0,0
9008,0,0
209,0,0
10671,0,0
7649,0,0
5397,0,0
563,0,0
2708,0,0
10370,0,0
3691,0,0
10569,0,0
2624,0,0
8036,0,0
10181,0,0
10910,0,0
4790,0,0
7196,0,0
406,0,0
2116,0,0
4798,0,0
687,0,0
10400,0,0
9141,0,0
4737,0,0
8634,0,0
10851,0,0
10045,0,0
10494,0,0
4688,0,0
8239,0,0
7323,0,0
6355,0,0
7106,0,0
4842,0,0
8007,0,0
2299,0,0
7255,0,0
9074,0,0
5734,0,0
4396,0,0
5308,0,0
9121,0,0
9473,0,0
9787,0,0
11758,0,0
2067,0,0
10627,0,0
6124,0,0
1162,0,0
7588,0,0
8782,0,0
1487,0,0
9540,0,0
5922,0,0
8427,0,0
3262,1,0
4224,0,0
3045,0,0
4556,1,0
7391,0,0
6878,0,0
8905,0,0
6633,0,0
2663,0,0
11513,0,0
5890,0,0
915,0,0
538,0,0
776,0,0
3430,1,0
5399,0,0
2778,1,0
1606,0,0
10734,0,0
7028,0,0
7213,0,0
4972,0,0
6076,0,0
5180,0,0
3222,0,0
5723,0,0
8889,0,0
5129,0,0
